MonthlyCharges,tenure,gender_Male,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Partner,StreamingMovies,Dependents,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,PaperlessBilling,Churn,PhoneService,SeniorCitizen
-0.5155456799704636,-1.2367242199587352,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.5280628361338618,-1.2367242199587352,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0
0.4981504901308714,0.7992939660427822,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,1,0,0,1,1,1,0,1,0
-0.020330173920958795,1.4915401492832983,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,1,1,1,0,1,1,0,1,0,1,0
0.8471278601657574,0.43281069256250915,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,1,0,0,1,1,0,1,1
1.141265929195161,-0.7073594915983407,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,1,0,0,1,1,1,1,0
0.1574821050968162,-0.30015585439803716,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,1,0,0,1,1,1,0,1,1
0.5280628361338618,-0.9924020376385531,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,1,0,0,0,1,1,1,1
0.33529438411459117,1.125056875803025,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,0,1,1,1,1,0,1,0,1,1
1.0199547481830342,-0.5851984004382496,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0,0,0,1,1,1,1,1
1.1595456961969886,1.247217966963116,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,0,0,0,1,1,0,1,0
1.4520219682262263,1.369379058123207,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,1,0,1,1,1,1,1,0,1,1
-1.3231790220511994,0.06632741908223598,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0,1,0
1.42044782522307,1.6137012404433893,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,0,1,1,1,1,0,1,0
1.1877962451998125,0.5956921474426305,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,0,0,1,0,1,1,0,1,0
0.8354952811645946,1.125056875803025,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,1,1,0,1,0
-0.7531826509942192,1.6137012404433893,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,1,1,1,0,0,0,0,0,0
-0.34438058895335305,-0.5851984004382496,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,1,0,1,0,1,0
0.9850570111795457,-0.9516816739185228,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0,0,0,1,0,1,1,0
0.3502505571160864,-1.1960038562387048,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,1,1,1,0,1,0
0.46989994112804756,0.5956921474426305,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0,1,0,1,0,0,0,1,0,1,0
0.47987072312904416,-0.055833672077855064,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,1,1,1,1,0,0,1,0
-1.4827115340671475,0.7178532386027215,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0
0.5014740841312035,-0.9109613101984924,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,1,0,1,0
-0.5221928679711283,-1.2774445836787656,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0
-1.4744025490663168,0.7992939660427822,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0,1,0,0,0,0,0,0,1,0,1,0
1.5567151792366918,1.2879383306831464,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,1,1,0,1,1,1,1,0,1,1
-1.3464441800535252,1.2064976032430856,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1,1,0,0,0,0,0,1,0,1,0
-0.00869759491979612,-1.1960038562387048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,1,0,1,0,1,0
1.5201556452330371,0.9621754209229036,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,1,1,1,1,0,1,0,0,1,1
-0.3028356639492,0.5549717837226001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0
-0.33607160395252245,-0.9924020376385531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,1,1,0,0,0,0,0,1,0
0.3319707901142591,-0.0965540357978854,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,1,1,0,0,1,1,0,1,1
-1.2916048790480432,0.5142514200025698,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,1,1,0,0,0,0,0,1,0,1,0
0.48485611412954227,-1.2774445836787656,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,1,1,1,1,0
-0.47233895796614456,-0.8702409464784621,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,1,0,0,0,1,0,0,0,0
0.34526516611558833,-1.0331224013585834,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,1,1,0
1.2974748472107767,0.3920903288424788,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,1,1,1,0,1,0
-1.4827115340671475,0.6771328748826912,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1.1479131171958254,-0.9516816739185228,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,1,0,0,1,1,0,1,0
-0.08680205392760396,0.10704778280226633,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,1,0,1,0
-1.4660935640654862,0.6364125111626608,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0
-1.4893587220678117,0.5549717837226001,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,0,1,0,1,0
-1.0307027500219619,-0.13727439951791576,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.574593152138513,-0.0965540357978854,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,1,0,0,0,0,1,0
0.3303089931140931,-1.2774445836787656,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1
0.6394032351449919,1.369379058123207,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,1,0,1,1,1,1,0,1,0
1.5384354122348645,1.3286586944031769,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,1,1,1,0,1,1,0,1,0
1.2010906212011416,1.6137012404433893,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,0,1,1,0,1,1,0,1,0
0.47156173812821356,-0.8295205827584317,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1,0,0,0,0,1,1,1,0
0.06940686408801149,1.5729808767233588,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,1,1,1,1,0,1,0,1,0,1,0
-1.4527991880641573,-1.1145631287986442,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0
-1.4544609850643233,0.7992939660427822,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1213243651931677,-0.30015585439803716,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,0,1,1,0,1,1,1,1,1
-1.481049737066981,-1.2774445836787656,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0
-1.505976692069473,-1.2774445836787656,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0
1.0049985751815391,0.22920887396235737,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,1,0,0,1,0
-0.6385186579827569,1.369379058123207,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,1,0,0,0,1
1.503537675231376,1.4508197855632678,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,1,0,1,1,1,1,1,1,1,0
-1.3447823830533592,-1.1145631287986442,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3091074262119398,1.6137012404433893,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,1,1,1,0,0,1,1,0,1,0
-1.150352134033923,-0.015113308357824713,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.9833952141793793,0.43281069256250915,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,1,0,0,0,0,1,0,0,1,0
-1.5076384890696393,1.6137012404433893,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0
1.0631614701873533,0.9214550572028734,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,1,1,0,0,1,1,1,1,0
-0.22639300194155818,0.7992939660427822,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,1,1,0,0,0,1,0
0.893658176170409,0.43281069256250915,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,1,0,1,1,0,1,0
0.39013368512007346,0.18848851024232702,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,0,0,0,0,0,1,1,1,1
-0.33773340095268845,1.2879383306831464,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1,0,0,1,0,1,1,1,0,0,0
0.8338334841644282,-1.1960038562387048,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1,1,0,0,1,0,0,1,0
-1.1204397880309327,0.14776814652229667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.1794872601989819,-0.9109613101984924,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0,1,1,1,1,0
-1.4660935640654862,0.35136996512244845,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.6792863631489789,-0.21871512695797646,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,1,0,1,0,1,0,1,0,1,0
1.1645310871974868,0.9621754209229036,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,0,0,1,0,1,1,0,1,0
-1.46443176706532,-1.0738427650786138,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.32033821111309646,-1.1960038562387048,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,1,1,1,0
-0.467353566965646,-1.0331224013585834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,1,0,0,0,0,0,0,1,0
-1.4594463760648215,-1.1552834925186746,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,0
0.8039211381614382,0.025607055362205634,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,1,1,0,1,0
0.44164939212522314,-0.21871512695797646,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,1,0,0,1,1,1,1
-1.3697093380558512,1.6137012404433893,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,0
-1.4960059100684764,-1.2774445836787656,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.2762469119465419,1.5729808767233588,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,1,1,0,0,1,1,0,0,1
0.7042133181514708,-0.7888002190384014,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,0
-0.2047896409393986,-0.30015585439803716,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,0,1,1,1,0,1,1,1,0,0
-0.47233895796614456,1.4100994218432374,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0
-0.9742016520163136,-1.2774445836787656,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0
-0.6784017859867437,-1.2367242199587352,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0
-1.2982520670487077,0.43281069256250915,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,1,0
0.3402797751150897,-0.38159658183809786,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,1,0
-1.481049737066981,1.2879383306831464,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,0
-1.5009913010689746,1.002895784642934,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.18905624809997262,-1.2774445836787656,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,1,1,1,1
0.7740087921584478,1.6137012404433893,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,0,1,1
0.21232140610229844,-0.9924020376385531,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,1,0,0,1,0,0,1,1,0
1.2060760122016398,1.1657772395230555,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0,1,1,0,1,0
0.6493740171459885,1.2879383306831464,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,1,1,0,0,0,1,0,1,0
-1.3564149620545218,1.5729808767233588,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,1
1.1396041321949948,1.3286586944031769,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,1,1,1,1,0,1,1,1,0,1,0
-1.5009913010689746,-1.1960038562387048,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.6351950639824246,-1.2774445836787656,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0
-0.00869759491979612,-0.0965540357978854,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1,1,0,1,0,0,1,0
0.1574821050968162,-0.7073594915983407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0,0,1,1,1,0,1,0,1,0
0.12590796209365976,-0.9924020376385531,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0,0,0,1,1,1,0,1,0
1.0049985751815391,-1.0331224013585834,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,0,0,0,0,1,0,1,1,0
1.4420511862252297,1.5322605130033284,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0,1,0
0.7091987091519689,1.2064976032430856,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1,0,1,1,1,1,1,0,0,1,0
-1.4976677070686424,-1.0738427650786138,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,0
0.5363718211346925,-0.748079855318371,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0
0.6443886261454905,-0.4223169455581282,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,1,0,1,0
-1.4827115340671475,-0.4223169455581282,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,0
-0.017006579920626735,-0.6666391278783103,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,1,0,1,0,1,0,1,0,0,1,0
-1.2982520670487077,-0.9109613101984924,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.29120308494803704,-0.7888002190384014,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,1,1,0,0,0,1,0,1,0
0.5862257311396761,-0.5037576729981889,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,1,0,0,0,0,0,1,1,0
0.16412929309748078,-1.2367242199587352,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.30372024111143525,0.8400143297628127,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,0,1,1,1,0,1,0,1,0
-1.4677553610656522,-0.8702409464784621,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,0
-1.491020519067978,1.4915401492832983,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.20401242110146783,-1.1552834925186746,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0
0.8072447321617703,1.6137012404433893,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,1,1,1,1,1,1,1,0,1,0
-0.6468276429835875,1.0436161483629645,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,0,1,1,0,0,1,1,0,1
-1.4744025490663168,-0.6666391278783103,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0
0.6477122201458225,0.43281069256250915,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,1,0,1,0,1,0
1.3174164112127704,-1.2367242199587352,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,0,0,1,1,1,1,1,1,0
0.5712695581381809,-0.748079855318371,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,0,1,1,1,1,0,0,1,0
1.0000131841810405,0.8400143297628127,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,1,1,1,1,0
-1.4694171580658184,-0.015113308357824713,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0
-1.33148800705203,0.06632741908223598,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0
0.32200000811326246,-0.7073594915983407,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,1,1,1,1
